        2.6517         -2.6516  -1
      -3.06609          2.0486  1
       3.06609         -2.0486  -1
      -3.34909         1.38716  1
       3.34909        -1.38716  -1
      -3.49406         0.69493  1
       3.49406        -0.69493  -1
          -3.5    -8.00000e-05  1
           3.5     8.00000e-05  -1
      -3.37143         -0.6707  1
       3.37143          0.6707  -1
      -3.11806        -1.29163  1
       3.11806         1.29163  -1
       -2.7542        -1.84039  1
        2.7542         1.84039  -1
      -2.29804        -2.29815  1
       2.29804         2.29815  -1
      -1.77082        -2.65035  1
       1.77082         2.65035  -1
      -1.19581        -2.88715  1
       1.19581         2.88715  -1
      -0.59739        -3.00367  1
       0.59739         3.00367  -1
   8.00000e-05              -3  1
  -8.00000e-05               3  -1
       0.57315        -2.88104  1
      -0.57315         2.88104  -1
       1.10029        -2.65612  1
      -1.10029         2.65612  -1
        1.5626        -2.33847  1
       -1.5626         2.33847  -1
        1.9446        -1.94449  1
       -1.9446         1.94449  -1
       2.23462        -1.49303  1
      -2.23462         1.49303  -1
       2.42521        -1.00447  1
      -2.42521         1.00447  -1
       2.51328        -0.49985  1
      -2.51328         0.49985  -1
           2.5     7.00000e-05  1
          -2.5    -7.00000e-05  -1
       2.39065          0.4756  1
      -2.39065         -0.4756  -1
       2.19419         0.90894  1
      -2.19419        -0.90894  -1
       1.92273         1.28482  1
      -1.92273        -1.28482  -1
       1.59094         1.59104  1
      -1.59094        -1.59104  -1
       1.21525         1.81888  1
      -1.21525        -1.81888  -1
       0.81314         1.96327  1
      -0.81314        -1.96327  -1
       0.40231         2.02288  1
      -0.40231        -2.02288  -1
  -7.00000e-05               2  1
   7.00000e-05              -2  -1
      -0.37805         1.90026  1
       0.37805        -1.90026  -1
      -0.71759         1.73225  1
       0.71759        -1.73225  -1
      -1.00702           1.507  1
       1.00702          -1.507  -1
      -1.23748         1.23739  1
       1.23748        -1.23739  -1
      -1.40314         0.93748  1
       1.40314        -0.93748  -1
      -1.50133         0.62181  1
       1.50133        -0.62181  -1
      -1.53249         0.30477  1
       1.53249        -0.30477  -1
          -1.5    -6.00000e-05  1
           1.5     6.00000e-05  -1
      -1.40987        -0.28049  1
       1.40987         0.28049  -1
      -1.27031        -0.52624  1
       1.27031         0.52624  -1
      -1.09128        -0.72923  1
       1.09128         0.72923  -1
      -0.88385        -0.88392  1
       0.88385         0.88392  -1
       -0.6597         -0.9874  1
        0.6597          0.9874  -1
      -0.43048        -1.03938  1
       0.43048         1.03938  -1
      -0.20724        -1.04209  1
       0.20724         1.04209  -1
   4.00000e-05              -1  1
  -4.00000e-05               1  -1
       0.18293        -0.91948  1
      -0.18293         0.91948  -1
       0.33488        -0.80838  1
      -0.33488         0.80838  -1
       0.45143        -0.67555  1
      -0.45143         0.67555  -1
       0.53035        -0.53031  1
      -0.53035         0.53031  -1
       0.57165        -0.38193  1
      -0.57165         0.38193  -1
       0.57744        -0.23915  1
      -0.57744         0.23915  -1
        0.5517        -0.10971  1
       -0.5517         0.10971  -1
           0.5     2.00000e-05  1
          -0.5    -2.00000e-05  -1
