@RELATION "friedman2_90000_train_norm.arff.gz"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE class NUMERIC

@DATA
0.352779873031,0.0877250956358,0.601087374837,0.503636778299,460.449933813
0.790517634596,0.41252124404,0.644458907354,0.709685927324,486.953231457
0.332491126745,0.644148364378,0.145463145192,0.384071458113,341.939601773
0.590576673894,0.158930094525,0.126663484552,0.263281603431,0.393489691162
0.0286306175434,0.228658120483,0.354997844303,0.315690061149,164.78577129
0.355627563647,0.00843897656722,0.291735176508,0.274413949832,178.656003891
0.386541521762,0.200347634501,0.311951205596,0.064015009665,314.812855528
0.184065583494,0.642469263636,0.924243703773,0.663549860298,1227.11081344
0.272551161495,0.523106895353,0.780254132027,0.428761111777,825.415275644
0.772794395691,0.80805803976,0.628149542449,0.709190691074,1049.91911954
0.967411690748,0.370867454536,0.291421141256,0.882384788345,94.4347662322
0.30707035773,0.854495571324,0.931738948274,0.747589080965,1461.74036452
0.885175753347,0.253442016518,0.963684914724,0.16173133812,747.570974944
0.419379818788,0.837989109758,0.424758020645,0.716384749594,775.341467919
0.329836948271,0.128980341679,0.969263717714,0.425393029318,406.932102799
0.436612937569,0.743662479073,0.148833066086,0.235629366475,240.015247654
0.950173341281,0.495273610684,0.269137351166,0.409626365634,286.216989534
0.758330484735,0.820395450065,0.270793557763,0.893407303484,483.836337184
0.804761976063,0.747999260267,0.528248095506,0.590432307488,877.931645693
0.822774660248,0.0260311523355,0.63652105722,0.328954734049,211.523969146
0.112852810781,0.280142072163,0.163454126817,0.107696864896,229.351161052
0.634649392327,0.818995667059,0.761152727536,0.003465883678,1381.46421278
0.146576389294,0.899665694579,0.897844952894,0.654530017898,1554.78292027
0.827054859505,0.509086197002,0.122516823792,0.387804085259,288.713150612
0.845500519424,0.218750057671,0.441045676876,0.441086816337,50.6107100743
0.84983336742,0.679645862382,0.36453728103,0.747158321235,329.337140655
0.657664573252,0.748092826585,0.961767179149,0.60233680263,1367.20062486
0.356207349999,0.545327730994,0.829097105564,0.02261844377,818.40864772
0.292700844404,0.27965580647,0.40291596394,0.503248992423,441.446097042
0.772582812846,0.535042226466,0.271767899612,0.359474538658,97.6123367002
0.735458795289,0.529449961301,0.635081007878,0.90805865263,686.546404154
0.759993553039,0.653459961693,0.100220204763,0.553246747304,120.003164495
0.456607125152,0.520631947953,0.652431139021,0.48886515496,801.817555076
0.398772782679,0.418487816898,0.91068865633,0.205879477957,564.067952107
0.99143947751,0.11202960591,0.389949231446,0.252729737431,134.782965144
0.99572374952,0.311636739583,0.21170621289,0.163637918367,224.473626322
0.550503966834,0.0704575116506,0.517081352436,0.92402658406,272.310462102
0.262346099238,0.783212263434,0.339108809447,0.701339432356,575.194087594
0.776360930285,0.0110152652702,0.981714761992,0.548824065554,95.1306639887
0.523802171598,0.564045501725,0.743000213752,0.635700825075,930.830751094
0.590455931844,0.0709310145555,0.956970917486,0.032578964048,140.408174765
0.500677111532,0.884313611551,0.804921536264,0.37803716386,1217.1065604
0.983719981984,0.869436100061,0.782778270129,0.127100718338,1453.2970745
0.189596608871,0.614040060739,0.454034006554,0.212778339852,483.053387776
0.404596868855,0.165358622162,0.225924442468,0.648058230388,10.3695510305
0.425346809445,0.429966268813,0.618351286621,0.195949469495,730.409863953
0.167338639465,0.574641829128,0.554790890321,0.048055888081,520.644434742
0.172420800727,0.168037327636,0.989159390309,0.245954896182,370.840373783
0.894405195349,0.904120655321,0.757780308134,0.850875054714,1300.74424452
0.651459000511,0.778503873872,0.169567829718,0.071634820281,45.4258275207
0.127202046617,0.812379587665,0.972067467346,0.105620085022,1613.23654793
0.976785534657,0.52853173671,0.533135176294,0.778851613185,668.242368792
0.503452377809,0.845226920635,0.392485693586,0.90577826733,379.688181236
0.878654619836,0.428195936282,0.2770935359,0.16630103338,417.265658793
0.268608846635,0.544521292702,0.420954573959,0.586602628248,263.804188746
0.118494809783,0.426400879382,0.346499170654,0.199153266088,245.117888633
0.614051208974,0.125713147468,0.35367575673,0.083991171868,73.8398915681
0.244335062602,0.427849954709,0.998298214322,0.686485456588,769.480918926
0.0203273084272,0.332867575966,0.750068810037,0.85419377085,502.817594412
0.415693979484,0.83140946291,0.132144286465,0.838228613669,92.4959043015
0.422853465985,0.180915271406,0.84150013669,0.575844044748,238.083468042
0.0703478699304,0.0885825479488,0.591843343739,0.842301394324,-36.7528002141
0.245557613207,0.907251876353,0.72804948518,0.66564086,1372.29321893
0.198408054763,0.00853897352565,0.908289727186,0.92998620687,180.26041671
0.363634065987,0.111907863563,0.383366678526,0.616785159585,-54.700469292
0.755612424714,0.565445935067,0.366437481933,0.258367702868,276.804455919
0.457256391732,0.0751369526764,0.516078922444,0.445564991037,113.01285767
0.261733517162,0.559313790672,0.0474509889332,0.120297456776,20.5878947875
0.685221512753,0.273014486235,0.278117862994,0.92982046211,2.88183908274
0.510064678604,0.896946861211,0.894808973558,0.425543295726,1420.79550044
0.909404729441,0.568180962916,0.22907908918,0.648867021139,491.603757435
0.501440961706,0.713596986133,0.750630018568,0.41902564656,976.538485439
0.662823519835,0.293378386625,0.321488944405,0.631772630092,354.00321922
0.331533174869,0.867000527451,0.88491900266,0.582829705222,1536.77448029
0.48700161845,0.0390801069507,0.348020434284,0.93399621211,74.3732337494
0.699368594664,0.655524252792,0.132657191743,0.885137239548,76.4271426998
0.0462430606423,0.810562186486,0.59821858809,0.015947668527,768.260334586
0.561472193356,0.601669023927,0.411775953267,0.211254152878,653.696093213
0.908312054444,0.0111746753328,0.33982109273,0.199252237204,49.2716451564
0.290198849086,0.519306016705,0.606134083753,0.617342652184,533.217669736
0.124575806228,0.559632103113,0.689824628267,0.384060252427,694.07719133
0.995922323008,0.844979347719,0.478112020783,0.166814421952,871.68463723
0.0996331485339,0.0620983674765,0.754401659697,0.338026491527,208.47020132
0.75287897571,0.774146412035,0.106746950054,0.62107476833,234.530336677
0.717582238634,0.262165814185,0.356807979125,0.704600324734,81.9855068897
0.558121899273,0.643088201189,0.090483085237,0.94878790787,70.1017156827
0.41922734794,0.894088914025,0.538741102176,0.580399919024,1004.34305303
0.83428045466,0.578291353505,0.161279821593,0.535678521098,-2.07546528157
0.35754960388,0.904000269283,0.975108242941,0.132703227587,1586.26540913
0.428530180853,0.713800954645,0.862773125278,0.040666308179,1197.97109725
0.647479120119,0.461443119318,0.972196795401,0.812881702312,894.734254389
0.000467126160787,0.725922683867,0.821701264853,0.849861048787,1018.48302588
0.0860152449933,0.678983985089,0.44482096562,0.884455785859,532.328198475
0.0897966229015,0.617208779701,0.129402286075,0.336274351682,264.208739467
0.988142189314,0.663788300766,0.469591223377,0.030423762994,512.576403667
0.63292570359,0.17968483436,0.602288825639,0.548193256485,289.652751063
0.89514503326,0.0228337866189,0.364227576065,0.399315700242,218.552548403
0.0821847051327,0.79226278672,0.679298623075,0.165376197053,1207.03946338
0.911140040956,0.148373535523,0.507722900805,0.721553359052,501.737323297
