@RELATION "circle.arff"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE class NUMERIC

@DATA
0.475282,0.549804,1.00000
0.265057,0.872433,-1.00000
0.423138,0.211798,1.00000
0.539296,0.729931,1.00000
0.201151,0.311716,-1.00000
0.995149,0.649878,-1.00000
0.438100,0.517576,1.00000
0.121004,0.224697,-1.00000
0.338086,0.588309,1.00000
0.230115,0.220217,-1.00000
0.070993,0.631103,-1.00000
0.228942,0.905420,-1.00000
0.859635,0.070857,-1.00000
0.238005,0.668978,-1.00000
0.214237,0.132312,-1.00000
0.935514,0.571043,-1.00000
0.472671,0.784619,1.00000
0.807497,0.190410,-1.00000
0.096931,0.431051,-1.00000
0.423579,0.467025,1.00000
0.729076,0.673365,1.00000
0.984165,0.098418,-1.00000
0.402621,0.339303,1.00000
0.861673,0.248656,-1.00000
0.190209,0.448614,-1.00000
0.421882,0.278545,1.00000
0.249806,0.923266,-1.00000
0.443131,0.861349,-1.00000
0.550325,0.050588,-1.00000
0.999282,0.836028,-1.00000
0.968996,0.926367,-1.00000
0.848696,0.166311,-1.00000
0.485641,0.213747,1.00000
0.401040,0.058635,-1.00000
0.378973,0.985309,-1.00000
0.265203,0.784071,-1.00000
0.455008,0.423007,1.00000
0.957318,0.995423,-1.00000
0.555768,0.718408,1.00000
0.154797,0.296708,-1.00000
0.968709,0.579180,-1.00000
0.542195,0.747976,1.00000
0.057165,0.584178,-1.00000
0.502850,0.852720,-1.00000
0.157433,0.960779,-1.00000
0.080111,0.185825,-1.00000
0.595035,0.675213,1.00000
0.235204,0.119887,-1.00000
0.890287,0.246215,-1.00000
0.594519,0.619382,1.00000
0.419225,0.583672,1.00000
0.522783,0.934706,-1.00000
0.204259,0.716192,-1.00000
0.238686,0.395786,1.00000
0.671690,0.299997,1.00000
0.316177,0.751864,-1.00000
0.072543,0.458286,-1.00000
0.998454,0.996096,-1.00000
0.073261,0.213154,-1.00000
0.265200,0.933259,-1.00000
0.880864,0.879270,-1.00000
0.369527,0.157747,-1.00000
0.833745,0.703540,-1.00000
0.611678,0.987233,-1.00000
0.653976,0.007823,-1.00000
0.817104,0.299379,-1.00000
0.663389,0.938930,-1.00000
0.134291,0.115429,-1.00000
0.107036,0.553224,-1.00000
0.272348,0.604830,1.00000
0.717612,0.203597,-1.00000
0.634238,0.263984,1.00000
0.488532,0.905336,-1.00000
0.846104,0.092298,-1.00000
0.423576,0.276680,1.00000
0.003546,0.771119,-1.00000
0.637113,0.261955,1.00000
0.741231,0.551680,1.00000
0.427687,0.009670,-1.00000
0.075244,0.883106,-1.00000
0.903929,0.545590,-1.00000
0.834595,0.582510,-1.00000
0.148094,0.127446,-1.00000
0.308258,0.898981,-1.00000
0.796122,0.860703,-1.00000
0.898925,0.210077,-1.00000
0.249530,0.102794,-1.00000
0.780116,0.884135,-1.00000
0.406377,0.620662,1.00000
0.154553,0.929881,-1.00000
0.864606,0.976206,-1.00000
0.810772,0.881416,-1.00000
0.024786,0.736564,-1.00000
0.332185,0.930816,-1.00000
0.802235,0.864064,-1.00000
0.810749,0.266806,-1.00000
0.787375,0.108096,-1.00000
0.872167,0.858593,-1.00000
0.222434,0.816587,-1.00000
0.460303,0.305191,1.00000
0.795345,0.227595,-1.00000
0.023664,0.193130,-1.00000
0.328262,0.864353,-1.00000
0.966889,0.279125,-1.00000
0.641482,0.399678,1.00000
0.981150,0.536216,-1.00000
0.939237,0.115342,-1.00000
0.970401,0.178568,-1.00000
0.962534,0.265466,-1.00000
0.108403,0.434564,-1.00000
0.728545,0.313677,1.00000
0.606209,0.511423,1.00000
0.385195,0.576588,1.00000
0.254723,0.708785,-1.00000
0.001691,0.925575,-1.00000
0.538452,0.719430,1.00000
0.741950,0.670629,1.00000
0.364221,0.069974,-1.00000
0.664238,0.330200,1.00000
0.313916,0.848015,-1.00000
0.719754,0.300322,1.00000
0.309285,0.408393,1.00000
0.402400,0.295655,1.00000
0.127288,0.420446,-1.00000
0.940364,0.677318,-1.00000
0.902806,0.615515,-1.00000
0.300950,0.547937,1.00000
0.000406,0.286914,-1.00000
0.429888,0.579985,1.00000
0.654706,0.464988,1.00000
0.442160,0.213701,1.00000
0.473186,0.901181,-1.00000
0.796025,0.169691,-1.00000
0.084796,0.515452,-1.00000
0.632941,0.335188,1.00000
0.818423,0.751138,-1.00000
0.672796,0.224641,-1.00000
0.199130,0.024425,-1.00000
0.244843,0.475136,1.00000
0.849738,0.072828,-1.00000
0.414441,0.629765,1.00000
0.194435,0.696354,-1.00000
0.494377,0.243984,1.00000
0.656058,0.005545,-1.00000
0.750964,0.770046,-1.00000
0.106587,0.425146,-1.00000
0.175887,0.957966,-1.00000
0.517958,0.050218,-1.00000
0.249198,0.848336,-1.00000
0.456462,0.801417,-1.00000
0.667578,0.987892,-1.00000
0.595452,0.950040,-1.00000
0.891426,0.612652,-1.00000
0.719274,0.504778,1.00000
0.830569,0.547872,-1.00000
0.897208,0.743655,-1.00000
0.474674,0.259192,1.00000
0.247240,0.637661,1.00000
0.765814,0.521300,1.00000
0.626748,0.274597,1.00000
0.077483,0.285728,-1.00000
0.271715,0.319710,1.00000
0.540152,0.138374,-1.00000
0.231261,0.693950,-1.00000
0.706419,0.064229,-1.00000
0.407599,0.542611,1.00000
0.415774,0.206834,-1.00000
0.420144,0.904838,-1.00000
0.584079,0.695523,1.00000
0.856732,0.765595,-1.00000
0.380381,0.005896,-1.00000
0.351759,0.753475,1.00000
0.853448,0.953430,-1.00000
0.419021,0.747516,1.00000
0.546132,0.603253,1.00000
0.220539,0.219422,-1.00000
0.435836,0.029025,-1.00000
0.336130,0.679142,1.00000
0.404317,0.165045,-1.00000
0.467390,0.127628,-1.00000
0.622257,0.026966,-1.00000
0.394020,0.564392,1.00000
0.027102,0.642750,-1.00000
0.135699,0.461698,-1.00000
0.050285,0.379104,-1.00000
0.211660,0.326846,-1.00000
0.761230,0.379126,1.00000
0.752010,0.831924,-1.00000
0.252272,0.081906,-1.00000
0.019383,0.539419,-1.00000
0.999908,0.349960,-1.00000
0.650144,0.781233,-1.00000
0.651755,0.754233,1.00000
0.949612,0.199361,-1.00000
0.020380,0.152382,-1.00000
0.126221,0.669459,-1.00000
0.563970,0.217965,1.00000
0.699465,0.766898,-1.00000
0.167789,0.607247,-1.00000
0.747926,0.114533,-1.00000
0.819301,0.964721,-1.00000
0.108099,0.025678,-1.00000
0.311957,0.677347,1.00000
0.958173,0.396654,-1.00000
0.715015,0.075996,-1.00000
0.690614,0.627242,1.00000
0.101901,0.772481,-1.00000
0.850293,0.600412,-1.00000
0.121055,0.983844,-1.00000
0.782635,0.347204,-1.00000
0.428378,0.370571,1.00000
0.505961,0.341231,1.00000
0.849576,0.822331,-1.00000
0.105539,0.960788,-1.00000
0.635585,0.828707,-1.00000
0.707309,0.435487,1.00000
0.733795,0.965474,-1.00000
0.270082,0.808199,-1.00000
0.538173,0.483498,1.00000
0.435574,0.731026,1.00000
0.268396,0.851713,-1.00000
0.830731,0.086663,-1.00000
0.881631,0.243863,-1.00000
0.464708,0.610332,1.00000
0.378989,0.028700,-1.00000
0.850953,0.181840,-1.00000
0.212120,0.797832,-1.00000
0.340339,0.880320,-1.00000
0.701184,0.276269,-1.00000
0.010151,0.948063,-1.00000
0.085613,0.720075,-1.00000
0.488578,0.758165,1.00000
0.690609,0.645903,1.00000
0.490821,0.792933,1.00000
0.093053,0.221596,-1.00000
0.691787,0.306206,1.00000
0.581556,0.473260,1.00000
0.530922,0.425504,1.00000
0.745935,0.330791,1.00000
0.702855,0.270916,-1.00000
0.251404,0.120656,-1.00000
0.192584,0.119555,-1.00000
0.535864,0.762190,1.00000
0.185150,0.216385,-1.00000
0.484199,0.724585,1.00000
0.976607,0.524637,-1.00000
0.282999,0.100526,-1.00000
0.194118,0.227483,-1.00000
0.179442,0.014148,-1.00000
0.534135,0.274311,1.00000
0.974295,0.553359,-1.00000
0.697417,0.126279,-1.00000
0.868461,0.490879,-1.00000
0.872720,0.574064,-1.00000
0.469397,0.440469,1.00000
0.184364,0.051377,-1.00000
0.941064,0.477729,-1.00000
0.822116,0.400707,-1.00000
0.074082,0.629446,-1.00000
0.053609,0.149198,-1.00000
0.562840,0.303836,1.00000
0.993918,0.118452,-1.00000
0.764443,0.606318,1.00000
0.790741,0.225687,-1.00000
0.522573,0.450514,1.00000
0.442721,0.860167,-1.00000
0.990031,0.305380,-1.00000
0.621027,0.609631,1.00000
0.740089,0.947590,-1.00000
0.207788,0.211025,-1.00000
0.660428,0.157057,-1.00000
0.173814,0.075065,-1.00000
0.002676,0.450504,-1.00000
0.593811,0.291259,1.00000
0.231476,0.706956,-1.00000
0.702988,0.454031,1.00000
0.687385,0.923911,-1.00000
0.787828,0.625058,-1.00000
0.661183,0.933668,-1.00000
0.425139,0.544562,1.00000
0.647635,0.908411,-1.00000
0.826631,0.071410,-1.00000
0.165923,0.307612,-1.00000
0.748958,0.569207,1.00000
0.288611,0.124354,-1.00000
0.688678,0.699734,1.00000
0.942676,0.500472,-1.00000
0.493795,0.080442,-1.00000
0.039861,0.432029,-1.00000
0.322322,0.250368,-1.00000
0.091327,0.961911,-1.00000
0.835959,0.575199,-1.00000
0.950786,0.999572,-1.00000
0.672282,0.269511,1.00000
0.040232,0.756269,-1.00000
0.470501,0.651509,1.00000
0.916073,0.181489,-1.00000
0.585330,0.634785,1.00000
0.491726,0.091242,-1.00000
0.347961,0.333308,1.00000
0.670134,0.857733,-1.00000
0.329804,0.693674,1.00000
0.288218,0.945194,-1.00000
0.813566,0.550097,-1.00000
0.454826,0.314517,1.00000
0.323274,0.970185,-1.00000
0.404175,0.514596,1.00000
0.988119,0.657660,-1.00000
0.542594,0.413248,1.00000
0.187583,0.361779,-1.00000
0.756443,0.625409,1.00000
0.759991,0.203558,-1.00000
0.549220,0.927673,-1.00000
0.438116,0.698250,1.00000
0.121426,0.973147,-1.00000
0.608872,0.239297,1.00000
0.158378,0.550839,-1.00000
0.552251,0.093209,-1.00000
0.992257,0.912930,-1.00000
0.461448,0.117466,-1.00000
0.832143,0.498376,-1.00000
0.716603,0.508872,1.00000
0.273425,0.834724,-1.00000
0.980245,0.243731,-1.00000
0.551265,0.383586,1.00000
0.921868,0.508241,-1.00000
0.879326,0.864027,-1.00000
0.276247,0.790006,-1.00000
0.414942,0.934248,-1.00000
0.507738,0.820549,-1.00000
0.282839,0.298556,1.00000
0.586938,0.998902,-1.00000
0.489640,0.148595,-1.00000
0.538581,0.345124,1.00000
0.551917,0.543430,1.00000
0.455345,0.321777,1.00000
0.188652,0.697498,-1.00000
0.571798,0.233562,1.00000
0.775544,0.043647,-1.00000
0.744705,0.705228,-1.00000
0.811409,0.386079,-1.00000
0.663689,0.820748,-1.00000
0.980818,0.495329,-1.00000
0.037020,0.502291,-1.00000
0.590180,0.869700,-1.00000
0.874190,0.440306,-1.00000
0.525951,0.456928,1.00000
0.722444,0.409979,1.00000
0.654781,0.154361,-1.00000
0.469491,0.969204,-1.00000
0.338561,0.692705,1.00000
0.649837,0.851765,-1.00000
0.852341,0.859342,-1.00000
0.380009,0.316661,1.00000
0.718717,0.759402,-1.00000
0.872383,0.035899,-1.00000
0.068421,0.631161,-1.00000
0.920929,0.997426,-1.00000
0.746766,0.433971,1.00000
0.098443,0.633748,-1.00000
0.872579,0.443679,-1.00000
0.694001,0.903424,-1.00000
0.045991,0.796143,-1.00000
0.293368,0.374841,1.00000
0.145570,0.531166,-1.00000
0.565928,0.792519,1.00000
0.169984,0.078968,-1.00000
0.870840,0.619710,-1.00000
0.240830,0.912829,-1.00000
0.143118,0.461150,-1.00000
0.253977,0.255327,-1.00000
0.009397,0.804633,-1.00000
0.901209,0.677611,-1.00000
0.157976,0.441730,-1.00000
0.345566,0.587572,1.00000
0.638939,0.424309,1.00000
0.250098,0.845304,-1.00000
0.199217,0.384693,-1.00000
0.483208,0.237206,1.00000
0.571923,0.574812,1.00000
0.992692,0.295231,-1.00000
0.977944,0.658230,-1.00000
0.274480,0.565929,1.00000
0.685799,0.744669,-1.00000
0.049044,0.606406,-1.00000
0.496727,0.904155,-1.00000
0.286194,0.798860,-1.00000
0.607065,0.352321,1.00000
0.636618,0.620891,1.00000
0.677764,0.720928,1.00000
0.659182,0.838337,-1.00000
0.628248,0.903404,-1.00000
0.646341,0.308933,1.00000
0.440823,0.579574,1.00000
0.732360,0.090133,-1.00000
0.295110,0.747481,-1.00000
0.175640,0.132160,-1.00000
0.539408,0.971490,-1.00000
0.530852,0.913487,-1.00000
0.830473,0.256970,-1.00000
0.824690,0.481848,-1.00000
0.806488,0.746559,-1.00000
0.338715,0.115170,-1.00000
0.962893,0.140757,-1.00000
0.966500,0.860141,-1.00000
0.724217,0.979942,-1.00000
0.967270,0.804588,-1.00000
0.365775,0.790682,-1.00000
0.013919,0.536572,-1.00000
0.454786,0.672828,1.00000
0.672341,0.584560,1.00000
0.822417,0.940292,-1.00000
0.108346,0.233822,-1.00000
0.025025,0.884235,-1.00000
0.561407,0.915256,-1.00000
0.221367,0.063217,-1.00000
0.823855,0.909388,-1.00000
0.302190,0.408296,1.00000
0.139777,0.946262,-1.00000
0.304365,0.492625,1.00000
0.097192,0.887259,-1.00000
0.135664,0.453644,-1.00000
0.670486,0.743140,1.00000
0.945974,0.419127,-1.00000
0.742269,0.154523,-1.00000
0.414885,0.099022,-1.00000
0.489347,0.408116,1.00000
0.951522,0.032716,-1.00000
0.370530,0.443383,1.00000
0.950555,0.855450,-1.00000
