x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,digit
0.0,0.0,0.1875,0.6875,0.8125,0.875,0.375,0.0,0.0,0.0,0.75,0.5625,0.1875,0.0,0.0,0.0,0.0,0.125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.375,0.75,0.75,0.125,0.0,0.0,0.466666666667,1.0,0.8125,0.375,0.875,0.571428571429,0.0,0.0,0.0,0.0,0.0,0.0625,0.875,0.0625,0.0,0.0,0.0,0.0625,0.25,0.6875,0.375,0.0,0.0,0.0,0.0,0.1875,0.8125,0.625,0.0,0.0,0.0,5
0.0,0.0,0.0625,0.25,0.6875,0.8125,0.4375,0.0,0.0,0.125,0.875,0.75,0.625,1.0,0.3125,0.0,0.0,0.4375,0.875,0.375,0.875,0.75,0.0,0.0,0.0,0.125,0.75,0.6875,0.625,0.9375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.1875,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.625,0.6875,0.0,0.0,0.0,0.0,0.0,0.0625,0.875,0.1875,0.0,0.0,9
0.0,0.0,0.5625,0.8125,0.0625,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.375,0.0,0.0,0.0,0.0,0.0,0.4375,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.8125,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.5625,1.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,1.0,0.3125,0.0,0.0,0.0,0.0,0.1875,0.5625,1.0,0.8125,0.5,0.384615384615,0.0,0.0,0.25,0.9375,1.0,1.0,1.0,1.0,1
0.0,0.0,0.5625,1.0,0.6875,0.0,0.0,0.0,0.0,0.25,1.0,0.8125,1.0,0.25,0.0,0.0,0.0,0.0,0.5625,0.1875,0.8125,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1875,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.9375,0.0625,0.0,0.0,0.0,0.0,0.375,1.0,1.0,0.9375,0.6875,0.0769230769231,0.0,0.0,0.625,1.0,0.5625,0.5625,0.8125,0.375,2
0.0,0.0,0.125,0.8125,0.5625,0.0,0.0,0.0,0.0,0.0,0.875,0.6875,0.75,0.4375,0.0,0.0,0.0,0.375,1.0,0.0625,0.0,1.0,0.0,0.0,0.0,0.3125,0.75,0.0,0.0,0.6875,0.3125,0.0,0.0,0.533333333333,0.8125,0.0,0.0,0.5,0.5,0.0,0.0,0.0625,1.0,0.0,0.0,0.5625,0.5,0.0,0.0,0.0,0.8125,0.1875,0.375,1.0,0.0625,0.0,0.0,0.0,0.1875,1.0,0.875,0.25,0.0,0.0,0
0.0,0.0,0.0,0.625,0.75,0.0,0.0,0.0,0.0,0.0,0.5625,0.875,0.25,0.0,0.0,0.0,0.0,0.0,0.9375,0.1875,0.0,0.0,0.0,0.0,0.0,0.125,0.9375,0.125,0.375,0.0625,0.0,0.0,0.0,0.133333333333,1.0,0.9375,0.75,0.9375,0.285714285714,0.0,0.0,0.0,1.0,0.3125,0.0,0.1875,0.875,0.0,0.0,0.0,0.75,0.625,0.25,0.6875,0.875,0.0,0.0,0.0,0.0625,0.6875,0.875,0.75,0.0625,0.0,6
0.0,0.0,0.0,0.0,0.625,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.4375,1.0,0.875,0.0,0.0,0.0,0.1875,0.75,1.0,1.0,0.8125,0.0,0.0,0.0,0.2,0.6875,0.5625,1.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9375,0.125,0.0,1
0.0,0.0,0.4375,0.5625,0.8125,0.6875,0.125,0.0,0.0,0.375,1.0,0.5625,0.0625,0.8125,0.5,0.0,0.0,0.5,0.875,0.3125,0.6875,0.875,0.125,0.0,0.0,0.1875,1.0,1.0,1.0,0.375,0.0,0.0,0.0,0.133333333333,1.0,0.3125,0.0625,0.75,0.357142857143,0.0,0.0,0.25,0.9375,0.0,0.0,0.5,0.5,0.0,0.0,0.1875,1.0,0.25,0.4375,0.8125,0.125,0.0,0.0,0.0,0.8125,0.75,0.5,0.0625,0.0,0.0,8
0.0,0.0,0.5625,0.875,1.0,0.4375,0.0,0.0,0.0,0.0625,0.875,0.375,0.875,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.5,0.0,0.0,0.0,0.0,0.625,0.8125,1.0,0.8125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.571428571429,0.0,0.0,0.0,0.125,0.9375,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.625,0.0,0.0,0.0,0.0,7
0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0625,1.0,0.5625,0.625,0.5625,0.0,0.0,0.0,0.25,0.9375,0.0,0.0,0.625,0.0625,0.0,0.0,0.375,0.75,0.0,0.0,0.375,0.375,0.0,0.0,0.333333333333,0.75,0.0,0.0,0.25,0.571428571429,0.0,0.0,0.25,0.875,0.0,0.0,0.4375,0.5,0.0,0.0,0.0625,1.0,0.5625,0.5,0.875,0.25,0.0,0.0,0.0,0.375,0.9375,0.875,0.3125,0.0,0.0,0
0.0,0.0,0.5625,1.0,1.0,0.9375,0.125,0.0,0.0,0.0,0.5625,0.375,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.125,0.0625,1.0,0.4375,0.0,0.0,0.0,0.75,1.0,1.0,1.0,0.8125,0.0,0.0,0.0,0.1875,0.25,0.9375,0.625,0.0714285714286,0.0,0.0,0.0,0.0,0.4375,0.9375,0.125,0.0,0.0,0.0,0.0,0.1875,0.9375,0.4375,0.0,0.0,0.0,0.0,0.0,0.5,0.8125,0.0625,0.0,0.0,0.0,7
0.0,0.0,0.125,0.875,0.625,0.0,0.0,0.0,0.0,0.0625,0.875,0.75,0.0,0.0,0.0,0.0,0.0,0.3125,0.875,0.0625,0.0,0.0,0.0,0.0,0.0,0.375,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.466666666667,0.9375,0.8125,0.9375,0.4375,0.0714285714286,0.0,0.0,0.1875,0.9375,0.5,0.0,0.6875,0.625,0.0,0.0,0.0,0.6875,0.5625,0.25,0.5,0.9375,0.0,0.0,0.0,0.0625,0.75,0.875,0.75,0.25,0.0,6
0.0,0.0,0.0,0.1875,0.6875,1.0,0.6875,0.0,0.0,0.0,0.3125,1.0,0.875,0.8125,1.0,0.2,0.0,0.1875,1.0,0.5,0.0,0.8125,0.875,0.0,0.0,0.625,0.9375,0.375,0.6875,1.0,0.375,0.0,0.0,0.533333333333,1.0,0.9375,0.875,0.9375,0.0714285714286,0.0,0.0,0.0,0.1875,0.0,0.625,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.5625,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.3125,0.0,0.0,9
0.0,0.0,0.0,0.0,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0625,0.9375,1.0,0.0,0.0,0.0,0.125,0.3125,0.8125,1.0,0.875,0.0,0.0,0.0,0.625,1.0,0.9375,1.0,0.75,0.0,0.0,0.0,0.0666666666667,0.25,0.3125,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,1.0,0.5,0.0,1
0.0,0.0,0.25,0.875,1.0,1.0,0.75,0.0,0.0,0.0,0.75,0.5625,0.0,0.3125,1.0,0.2,0.0,0.0625,0.9375,0.875,0.625,0.8125,0.75,0.0,0.0,0.5,1.0,1.0,1.0,0.5625,0.1875,0.0,0.0,0.0666666666667,0.25,0.5,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8125,0.0,0.0,0.0,0.0,0.0,0.0625,0.875,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.9375,0.25,0.0,0.0,0.0,9
0.0,0.0,0.375,0.75,0.6875,0.1875,0.0,0.0,0.0,0.0,1.0,0.5625,1.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.625,0.8125,0.0,0.0,0.0,0.0,0.0,0.875,1.0,1.0,0.625,0.0625,0.0,0.0,0.0,0.5,0.125,0.1875,0.9375,0.285714285714,0.0,0.0,0.0,0.0625,0.0,0.0,0.75,0.375,0.0,0.0,0.5,0.9375,0.375,0.5625,1.0,0.1875,0.0,0.0,0.0,0.4375,0.75,0.8125,0.375,0.0,0.0,3
0.0,0.0,0.0,0.1875,0.625,0.9375,0.5625,0.25,0.0,0.0,0.125,0.9375,0.4375,0.5625,1.0,0.4,0.0,0.0,0.6875,0.375,0.0,0.625,1.0,0.125,0.0,0.0625,0.9375,0.875,1.0,1.0,0.4375,0.0,0.0,0.0,0.3125,0.4375,0.125,0.875,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0.0625,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.5625,0.0,0.0,0.0,9
0.0,0.0,0.0,0.125,0.625,1.0,0.75,0.125,0.0,0.0,0.125,0.875,0.75,0.4375,1.0,0.2,0.0,0.1875,0.9375,0.9375,0.25,0.625,0.9375,0.0,0.0,0.375,1.0,1.0,1.0,1.0,0.875,0.0,0.0,0.0,0.1875,0.1875,0.25,1.0,0.428571428571,0.0,0.0,0.0,0.0,0.0,0.375,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.625,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.5625,0.0,0.0,4
0.0,0.0,0.5,0.875,0.5625,0.125,0.0,0.0,0.0,0.125,0.875,0.3125,0.6875,0.8125,0.0,0.0,0.0,0.0,0.9375,0.0,0.375,1.0,0.25,0.0,0.0,0.0,0.8125,0.5625,0.9375,0.9375,0.375,0.0,0.0,0.0,0.0,0.3125,0.0625,0.4375,0.642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.75,0.0,0.0,0.0,0.75,0.1875,0.0,0.5625,0.5,0.0,0.0,0.0,0.4375,0.875,0.9375,0.8125,0.0,0.0,9
0.0,0.0,0.375,1.0,0.75,0.125,0.0,0.0,0.0,0.375,1.0,0.5625,0.6875,0.6875,0.0,0.0,0.0,0.4375,0.875,0.0,0.3125,0.875,0.0,0.0,0.0,0.1875,0.375,0.0,0.4375,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.4375,0.0,0.0,0.0,0.0,0.0,0.5,0.9375,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.625,0.25,0.1875,0.0,0.0,0.0,0.4375,1.0,0.8125,0.875,1.0,0.1875,2
0.0,0.0,0.5,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.3125,1.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.5625,0.0,0.0,0.0,0.0,0.3125,0.9375,1.0,0.9375,0.75,0.615384615385,0.0,0.0,0.25,0.9375,1.0,0.8125,0.75,0.75,1
0.0,0.0,0.0,0.25,0.6875,1.0,0.6875,0.0,0.0,0.0,0.375,0.8125,0.1875,0.1875,0.9375,0.0,0.0,0.0,0.875,0.125,0.25,0.875,0.6875,0.0,0.0,0.0,0.75,1.0,0.9375,0.9375,0.5,0.0,0.0,0.0,0.0,0.125,0.0,0.875,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.25,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.25,0.0,0.0,0.0,0.0,0.0,0.1875,0.625,0.0,0.0,0.0,9
0.0,0.0,0.0,0.0,0.5625,0.9375,0.75,0.0,0.0,0.0,0.125,0.875,0.5625,0.375,1.0,0.0666666666667,0.0,0.0,0.75,0.25,0.0625,0.75,0.6875,0.0,0.0,0.25,0.9375,0.4375,0.8125,1.0,0.1875,0.0,0.0,0.133333333333,0.75,0.6875,0.0625,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.4375,0.0,0.0,9
0.0,0.0,0.125,0.8125,0.3125,0.0,0.0,0.0,0.0,0.0,0.6875,0.9375,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.5,0.375,0.125,0.0,0.0,0.0,0.333333333333,1.0,0.5625,0.625,0.9375,0.142857142857,0.0,0.0,0.0,1.0,0.25,0.0,0.5625,0.5,0.0,0.0,0.0,0.6875,0.625,0.1875,1.0,0.375,0.0,0.0,0.0,0.25,0.9375,0.75,0.5625,0.0625,0.0,6
0.0,0.0,0.0,0.0625,0.625,1.0,0.25,0.0,0.0,0.0,0.0625,0.8125,1.0,1.0,0.1875,0.0,0.0,0.0,0.6875,0.9375,0.5625,1.0,0.1875,0.0,0.0,0.6875,1.0,0.5625,0.875,0.8125,0.0,0.0,0.0,0.666666666667,1.0,1.0,1.0,1.0,0.642857142857,0.0,0.0,0.0625,0.25,0.25,1.0,0.5625,0.125,0.0,0.0,0.0,0.0,0.0,0.875,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.5625,0.0,0.0,4
0.0,0.0,0.25,0.8125,1.0,0.5,0.0,0.0,0.0,0.375,1.0,0.5625,0.6875,0.75,0.0,0.0,0.0,0.5625,0.6875,0.25,1.0,0.375,0.0,0.0,0.0,0.0,0.5,0.9375,1.0,0.75,0.0625,0.0,0.0,0.0,0.125,0.375,0.0625,0.8125,0.571428571429,0.0,0.0,0.0,0.5625,0.0625,0.0,0.5625,0.5,0.0,0.0,0.0,0.8125,0.5,0.5625,0.9375,0.25,0.0,0.0,0.0,0.375,0.875,0.75,0.3125,0.0,0.0,3
0.0,0.125,0.875,0.875,0.25,0.0,0.0,0.0,0.0,0.625,0.9375,0.9375,0.9375,0.0,0.0,0.0,0.0,0.875,0.625,0.25,1.0,0.1875,0.0,0.0,0.0,0.125,0.0625,0.5625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.1875,1.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.8125,1.0,0.8125,0.3125,0.25,0.0,0.0,0.2,0.9375,0.875,1.0,1.0,1.0,0.3125,2
