-3.50000, -0.00008  =>  +;
 3.50000,  0.00008  =>  -;
-3.37143, -0.67070  =>  +;
 3.37143,  0.67070  =>  -;
-3.11806, -1.29163  =>  +;
 3.11806,  1.29163  =>  -;
-2.75420, -1.84039  =>  +;
 2.75420,  1.84039  =>  -;
-2.29804, -2.29815  =>  +;
 2.29804,  2.29815  =>  -;
-1.77082, -2.65035  =>  +;
 1.77082,  2.65035  =>  -;
-1.19581, -2.88715  =>  +;
 1.19581,  2.88715  =>  -;
-0.59739, -3.00367  =>  +;
 0.59739,  3.00367  =>  -;
 0.00008, -3.00000  =>  +;
-0.00008,  3.00000  =>  -;
 0.57315, -2.88104  =>  +;
-0.57315,  2.88104  =>  -;
 1.10029, -2.65612  =>  +;
-1.10029,  2.65612  =>  -;
 1.56260, -2.33847  =>  +;
-1.56260,  2.33847  =>  -;
 1.94460, -1.94449  =>  +;
-1.94460,  1.94449  =>  -;
 2.23462, -1.49303  =>  +;
-2.23462,  1.49303  =>  -;
 2.42521, -1.00447  =>  +;
-2.42521,  1.00447  =>  -;
 2.51328, -0.49985  =>  +;
-2.51328,  0.49985  =>  -;
 2.50000,  0.00007  =>  +;
-2.50000, -0.00007  =>  -;
 2.39065,  0.47560  =>  +;
-2.39065, -0.47560  =>  -;
 2.19419,  0.90894  =>  +;
-2.19419, -0.90894  =>  -;
 1.92273,  1.28482  =>  +;
-1.92273, -1.28482  =>  -;
 1.59094,  1.59104  =>  +;
-1.59094, -1.59104  =>  -;
 1.21525,  1.81888  =>  +;
-1.21525, -1.81888  =>  -;
 0.81314,  1.96327  =>  +;
-0.81314, -1.96327  =>  -;
 0.40231,  2.02288  =>  +;
-0.40231, -2.02288  =>  -;
-0.00007,  2.00000  =>  +;
 0.00007, -2.00000  =>  -;
-0.37805,  1.90026  =>  +;
 0.37805, -1.90026  =>  -;
-0.71759,  1.73225  =>  +;
 0.71759, -1.73225  =>  -;
-1.00702,  1.50700  =>  +;
 1.00702, -1.50700  =>  -;
-1.23748,  1.23739  =>  +;
 1.23748, -1.23739  =>  -;
-1.40314,  0.93748  =>  +;
 1.40314, -0.93748  =>  -;
-1.50133,  0.62181  =>  +;
 1.50133, -0.62181  =>  -;
-1.53249,  0.30477  =>  +;
 1.53249, -0.30477  =>  -;
-1.50000, -0.00006  =>  +;
 1.50000,  0.00006  =>  -;
-1.40987, -0.28049  =>  +;
 1.40987,  0.28049  =>  -;
-1.27031, -0.52624  =>  +;
 1.27031,  0.52624  =>  -;
-1.09128, -0.72923  =>  +;
 1.09128,  0.72923  =>  -;
-0.88385, -0.88392  =>  +;
 0.88385,  0.88392  =>  -;
-0.65970, -0.98740  =>  +;
 0.65970,  0.98740  =>  -;
-0.43048, -1.03938  =>  +;
 0.43048,  1.03938  =>  -;
-0.20724, -1.04209  =>  +;
 0.20724,  1.04209  =>  -;
 0.00004, -1.00000  =>  +;
-0.00004,  1.00000  =>  -;
 0.18293, -0.91948  =>  +;
-0.18293,  0.91948  =>  -;
 0.33488, -0.80838  =>  +;
-0.33488,  0.80838  =>  -;
 0.45143, -0.67555  =>  +;
-0.45143,  0.67555  =>  -;
 0.53035, -0.53031  =>  +;
-0.53035,  0.53031  =>  -;
 0.57165, -0.38193  =>  +;
-0.57165,  0.38193  =>  -;
 0.57744, -0.23915  =>  +;
-0.57744,  0.23915  =>  -;
 0.55170, -0.10971  =>  +;
-0.55170,  0.10971  =>  -;
 0.50000,  0.00002  =>  +;
-0.50000, -0.00002  =>  -;

