AT,V,AP,RH,PE
0.619606483848,0.544191175127,0.620175526894,0.109390150118,459.79
0.730220435812,0.886272546374,0.474980243216,0.593732201727,429.57
0.701531495773,0.746196077243,0.460384815662,0.488508433157,443.67
0.351276448619,0.635442636365,0.675612742839,0.510024298151,464.39
0.313844063084,0.372678805175,0.589596666002,0.772194136488,464.23
0.603785739196,0.596176104473,0.400105256402,0.537228717675,450.07
0.224790372964,0.39953575064,0.689517614167,0.464506622927,469.8
0.572003087529,0.781521128458,0.595522098226,0.657956324704,438.33
0.667067876365,0.909960028049,0.265884231819,0.839654721044,433.34
0.419595124545,0.444331326257,0.655443212634,0.449294424373,465.93
0.457148463521,0.493132651981,0.585078823747,0.652989526465,457.58
0.310832056218,0.427734608198,0.950793097176,0.629218136148,470.28
0.641956367883,0.553492305171,0.579831871158,0.232767633912,457.12
0.0893516731157,0.274537472307,0.579354032688,0.870693732977,483.2
0.814746939712,0.891259770865,0.557946330949,0.164869734265,434.22
0.646674000669,0.781100053019,0.485144175527,0.557132369016,444.26
0.398002515968,0.578108713875,0.580070737605,0.698633908528,460.68
0.51795638288,0.866935219756,0.534778707424,0.783464673191,440.59
0.711077728758,0.857559848481,0.478290564726,0.668440968076,437.29
0.250552477106,0.323070573244,0.461413388778,0.487048670197,472.9
0.0973109118145,0.368419426708,0.778188491797,0.861288739864,475.54
0.725727871118,0.746196077243,0.479816112436,0.375717426997,442.48
0.280298983667,0.443934538472,0.606133687592,0.836876117691,473.02
0.455730846193,0.767665892389,0.748514738945,0.642285323129,455.88
0.25405538505,0.36178305755,0.419220128424,0.694381087827,470.78
0.770817453693,0.712811831869,0.579831871158,0.358337476541,441.58
0.614327396201,0.729281247305,0.655671227382,0.493045028123,447.73
0.554885063721,0.706294826732,0.659997461062,0.532376189606,445.76
0.226662545159,0.313673373257,0.57720201537,0.658619825571,471.38
0.118725024236,0.4435375973,0.742471863282,0.520025779307,484.94
0.525434246011,0.590361997309,0.503028714085,0.644419908742,452.0
0.511638284395,0.826833567789,0.677188588009,0.656795912386,444.5
0.396883831283,0.336352700626,0.695313662002,0.556978096286,459.01
0.165939437576,0.286359635648,0.643542279047,0.350853403545,480.58
0.752437188084,0.859107733619,0.475744768061,0.398646619186,434.05
0.181744099122,0.397877295256,0.953649824322,0.727690179555,472.95
0.665291341708,0.979784361864,0.386156730204,0.810238748942,431.29
0.230409880634,0.0,0.48387718712,0.999798483122,469.43
0.729321629995,0.845603600343,0.406236229107,0.477603607982,435.29
0.647854080019,0.730023053334,0.409691205865,0.501578923755,436.14
0.220781938828,0.321063856732,0.409956664866,0.823415229322,470.66
0.454880493547,0.597879596842,0.550179494427,0.263163349525,458.64
0.709286531188,0.547420646592,0.369909604182,0.0811579826144,441.18
0.668548779588,0.959429129425,0.602133008978,0.720419027844,438.01
0.34630177655,0.396839417099,0.357614878317,0.97476402126,466.85
0.416503743791,0.468055468123,0.476254249611,0.552358343159,455.01
0.53984817219,0.715375977656,0.638941752224,0.771481091847,442.11
0.665291341708,0.883643041411,0.346606136417,0.75481186456,439.73
0.539270773357,0.704315700294,0.542619655266,0.400265473874,452.16
0.320149485713,0.540770892518,0.681009322144,0.557595296011,464.09
0.737416146782,0.799998127602,0.581980403694,0.212312578561,437.62
0.288997591538,0.462809161675,0.749160872243,0.796437733139,467.41
0.26215193867,0.459296585665,0.763525331392,0.708031287785,466.52
0.53292401118,0.721531575156,0.664765775546,0.578439437209,450.14
0.356811104324,0.409431301364,0.539438854648,0.932617134887,466.02
0.527449551973,0.677107437425,0.423963428116,0.623376417305,441.41
0.120796973988,0.411685808168,0.355419199558,0.55097559683,483.86
0.219980803074,0.404907538377,0.735104037542,0.619495197064,480.84
0.176203876493,0.38556397854,0.862925650816,0.7384844674,484.55
0.641956367883,0.786140327653,0.582934394222,0.422779136155,443.94
0.810794813351,0.879243246967,0.469362601803,0.19880682748,432.99
0.278670245206,0.398706853331,0.646067041915,0.463791263294,477.18
0.171725702879,0.335912631265,0.577680488327,0.396088549924,482.96
0.516519699937,0.780397833848,0.617376844705,0.504239600726,450.64
0.632828201228,0.712660782744,0.67335889406,0.304948889957,446.33
0.686649211625,0.776173279422,0.579831871158,0.255974203211,444.39
0.526873662279,0.60212541161,0.488180887601,0.78131208903,447.77
0.129358419997,0.464366436962,0.727048315967,0.496716062707,486.3
0.21491121699,0.438762302337,0.698426121721,0.66710549785,473.43
0.638126457981,0.587269944823,0.408097527293,0.609517734907,439.01
0.615793257994,0.797932722807,0.642393364868,0.307766747324,445.01
0.798044683622,0.850431151448,0.482355484112,0.290030589446,442.24
0.743119377809,0.866935219756,0.453166316341,0.180739612671,431.93
0.50189081832,0.690499610415,0.6677106209,0.65249376425,453.64
0.3143919533,0.340962424299,0.21600243875,0.84113841044,469.81
0.101427194107,0.384933978834,0.835160530249,0.918057873935,470.02
0.117171974026,0.360063624739,0.678538103216,0.696250889003,480.58
0.597938806867,0.548315865736,0.582218953934,0.174614833875,446.54
0.598523192697,0.712660782744,0.574328208508,0.532376189606,441.22
0.709585023167,0.780959651876,0.576484041083,0.155870371746,442.89
0.275957264061,0.446510921757,0.800254218584,0.629706024155,466.59
0.510490459447,0.779132493047,0.604252242512,0.740582052519,448.9
0.522844406119,0.451447391158,0.388310589855,0.663772025979,448.43
0.516519699937,0.863094154907,0.505531797945,0.911879274712,444.53
0.271078892493,0.559350106994,0.446693711199,0.884891802431,466.83
0.756048247341,0.793372425073,0.654074454127,0.356396411646,441.2
0.636654172665,0.434765880083,0.543108454413,0.781670662903,442.29
0.478182057418,0.673178855435,0.752172802908,0.529503735267,455.32
0.509342917993,0.761377180855,0.680111129603,0.527843707574,452.3
0.787138289969,0.88564717647,0.528379812685,0.351367696021,436.94
0.44073205185,0.467861640908,0.51550547682,0.747066713067,454.37
0.866672875856,0.950407741879,0.479307757139,0.259328938928,430.53
0.602323366012,0.832691260683,0.446693711199,0.609838486333,437.1
0.50332298195,0.426524418595,0.576244645649,0.561149826845,460.43
0.62489106245,0.769231436813,0.567362067086,0.484716755006,443.04
0.633122405613,0.780397833848,0.709935116667,0.255397207667,441.6
0.217044879189,0.399121384526,0.709273331775,0.683715772889,479.48
0.425503047337,0.821609802846,0.541152370818,0.589774330924,456.56
0.12338886309,0.354888412684,0.733365610706,0.563163156309,486.84
0.735916269145,0.794064834704,0.536742512196,0.274302796634,441.74
0.526585743825,0.69927312049,0.575047137951,0.519576228318,446.8
0.567064591318,0.723325633925,0.53207457423,0.783285186583,440.87
0.564161929183,0.868849607146,0.521707873225,0.679335803673,441.47
0.421844803699,0.336352700626,0.736840623433,0.476157190653,455.5
0.556623121446,0.725712406219,0.683028451538,0.442816707798,452.31
0.372070550657,0.405937398597,0.403040390137,0.62353836491,458.68
0.217044879189,0.399121384526,0.743336494817,0.715934452898,480.87
0.576946575097,0.859107733619,0.47447035815,0.706660874854,442.21
0.207187696606,0.441749461158,0.624132101152,0.552050939425,481.87
0.259721082821,0.427734608198,0.600482802545,0.774335092649,476.7
0.543025116615,0.573932046588,0.595758666221,0.492751827302,455.23
0.125723414837,0.364356948047,0.669520195696,0.767564772763,483.16
0.300445075334,0.340962424299,0.379677687134,0.777909429491,472.33
0.424658561107,0.498225021215,0.430266080196,0.654477813891,452.66
0.150210699012,0.383672838755,0.793560701483,0.665437832879,482.79
0.764483069799,0.851601528561,0.482609201157,0.257476328083,432.04
0.750031105652,0.970518955474,0.542619655266,0.778267281098,430.98
0.822050180495,0.845603600343,0.376699325941,0.434284128382,433.73
0.84462551775,0.867956734618,0.334686340355,0.289069092298,434.64
0.230677699892,0.399121384526,0.661588448345,0.709745990986,479.94
0.41257249267,0.701721357385,0.554552924616,0.826172822986,456.29
0.594433928209,0.703705905367,0.65156207505,0.49612794726,447.13
0.538982100197,0.779132493047,0.604252242512,0.693871534634,444.52
0.422688737526,0.380091324787,0.324357894432,0.547908077426,462.69
0.293899418288,0.468055468123,0.743768639788,0.742157024088,472.01
0.471349526363,0.708725008015,0.684821140728,0.869374128292,445.1
0.791377215058,0.878739030905,0.255097001035,0.440432199075,431.18
0.56996898403,0.712660782744,0.53772352072,0.750406720916,440.25
0.3143919533,0.427734608198,0.952507721457,0.555128237699,470.21
0.837904960698,0.874821687828,0.421593532524,0.232543506454,429.41
0.574328813469,0.837851906215,0.564952988704,0.484425586165,441.71
0.657008780086,0.832691260683,0.441496780926,0.481082261791,434.0
0.481887334964,0.691890296984,0.539438854648,0.941796882365,447.36
0.635182308244,0.676950603721,0.581741818363,0.44071246558,441.51
0.504182493418,0.47731606204,0.619476307743,0.565800602726,460.24
0.560681021868,0.75764102776,0.552367686747,0.384056470666,445.33
0.692299626468,0.908741797005,0.418428212154,0.591989330857,431.1
0.242213099795,0.465532836083,0.693977935095,0.626456571102,470.85
0.767196939205,0.924688684647,0.369637414101,0.474568183417,432.94
0.705705905912,0.779273172044,0.631090905292,0.196136023473,445.66
0.567064591318,0.76022919253,0.544573966167,0.560376286237,446.12
0.165676667775,0.281275791351,0.741823090488,0.658122172092,483.26
0.286277107944,0.413935422618,0.650418803282,0.697952671707,467.69
0.370125260695,0.556869200499,0.632247818653,0.780953591207,464.72
0.763277323213,0.713566715401,0.534041665116,0.250566766048,441.99
0.212245983605,0.393094468458,0.711257884358,0.694720883418,481.38
0.500459099284,0.769231436813,0.568805796597,0.78131208903,451.71
0.436496412903,0.360493746424,0.372628956831,0.616752411206,465.78
0.202402488649,0.39953575064,0.694868540926,0.494218545245,473.31
0.457999251566,0.336352700626,0.708390535505,0.384056470666,454.6
0.7242311636,0.959429129425,0.484637499764,0.520475492015,432.98
0.760264081951,0.845603600343,0.401440075282,0.386984684807,435.57
0.205591885431,0.406554824852,0.994067207596,0.444081154104,473.72
0.662331783072,0.858721011791,0.540173441066,0.352525855811,449.54
0.448083559588,0.743276227738,0.726830043378,0.533436102224,454.03
0.559521274482,0.786140327653,0.605663530544,0.678831233441,445.4
0.813530616471,0.875328116237,0.429479601784,0.508835472405,432.96
0.622248087486,0.553492305171,0.588646586095,0.335551789778,455.31
0.734116951502,0.8244263224,0.398769323458,0.228520419826,433.15
0.318503604138,0.635442636365,0.634559181683,0.552358343159,466.52
0.222117573494,0.399121384526,0.756037184365,0.790119054145,479.24
0.596770240333,0.537338838785,0.298097249387,0.44085262522,440.89
0.577528489558,0.583132022346,0.489191854165,0.588036486516,443.87
0.238184873336,0.398706853331,0.627615222969,0.691665414405,476.68
0.246783911154,0.400777859618,0.739008773247,0.566577321526,477.24
0.574328813469,0.637405795097,0.607543343019,0.553434826813,453.77
0.897735867008,0.950407741879,0.473960311489,0.32912294777,435.58
0.161737653754,0.367565472773,0.806088820366,0.784721612047,477.05
0.752738021002,0.883643041411,0.384269720169,0.476735544367,435.98
0.136901512897,0.355536706293,0.536251784612,0.817180640002,483.04
0.617552852221,0.845080154837,0.601190239184,0.171521884237,447.66
0.465379575947,0.676950603721,0.604487542337,0.52287669179,452.64
0.401360358373,0.578108713875,0.55721977098,0.676814629297,463.28
0.585682522351,0.706294826732,0.493733370184,0.658288038032,441.46
0.643724976549,0.867956734618,0.417900050518,0.894417682175,439.04
0.297170836246,0.405731508236,0.512519840563,0.408261281821,468.58
0.701531495773,0.959429129425,0.553096427225,0.540575548682,431.72
0.511351301588,0.676950603721,0.577441269497,0.453539121792,450.07
0.553726706386,0.721531575156,0.662950917788,0.397703442998,451.21
0.341333295281,0.383462500709,0.701532669785,0.52332742914,467.66
0.958151004818,0.907399802779,0.406236229107,0.0871842071104,430.14
0.544180893605,0.708876687295,0.599775057625,0.359633664772,453.38
0.44836655598,0.598390067619,0.348813972181,0.994766970705,451.3
0.77595046625,0.76338275599,0.448767783629,0.192095716734,438.71
0.283830357279,0.430954856645,0.555765672145,0.377696694772,475.38
0.30919013525,0.444727960755,0.826759736799,0.70751724237,468.85
0.602908264111,0.776173279422,0.602133008978,0.39945573365,444.1
0.330039391202,0.372678805175,0.574807530227,0.814437120499,464.5
0.635182308244,0.827768001712,0.609186396914,0.322613564272,441.93
0.516519699937,0.829500835961,0.621340224562,0.458796134972,447.11
0.363740113828,0.370977128219,0.574567887083,0.922898777723,462.59
0.527161598329,0.923970049494,0.611296456836,0.646886776719,434.09
0.493878925851,0.700498028902,0.591257968639,0.988545003645,449.49
0.469927387939,0.358341378203,0.448249516545,0.386984684807,457.17
0.675069690622,0.745321079543,0.559640370745,0.300312828814,448.83
0.778972045932,0.886272546374,0.460384815662,0.431361810609,426.82
0.590931514295,0.681332242658,0.496250915332,0.542557329926,446.05
0.530618202629,0.816896179652,0.628542797616,0.521075360552,444.87
0.524858602735,0.544909741121,0.470129799704,0.730816546353,445.65
0.484739611657,0.544191175127,0.605193237403,0.408669467912,455.57
0.695871376793,0.722578524754,0.544329806398,0.328244010007,446.38
0.458282883842,0.713566715401,0.553339267823,0.794268699214,453.4
0.185971406326,0.408610264204,0.935858569904,0.821395733859,473.37
0.355703564248,0.597879596842,0.601190239184,0.642121253677,452.82
0.293899418288,0.352941136261,0.559640370745,0.600407164045,474.13
0.213578343967,0.401605108908,0.760748002472,0.8807157572,468.19
0.518243772464,0.8244263224,0.352670344833,0.787418191771,444.75
0.680707849929,0.920849167627,0.638020085469,0.589932426406,435.9
0.314665927536,0.39496862555,0.753461940794,0.54974772025,462.46
0.478182057418,0.673178855435,0.750237196224,0.379679847545,456.29
0.612861958967,0.706294826732,0.503529641735,0.509875632209,448.19
0.392412077333,0.556869200499,0.597886228517,0.823598934761,460.03
0.718547392289,0.838379546648,0.538458886676,0.221641472708,437.51
0.671215453105,0.72541439054,0.392877933357,0.136201191542,450.16
0.372626517635,0.46708596336,0.604487542337,0.444362335856,462.54
0.685163251097,0.549925232983,0.338299411685,0.378621682454,438.56
0.328114394875,0.479809699871,0.630859423914,0.50172658709,468.92
0.726326668145,0.549925232983,0.341350239793,0.28798868994,438.91
0.230945539458,0.38556397854,0.642623212536,0.621111083867,474.71
0.426066130151,0.498225021215,0.443837481145,0.692683231328,458.16
0.563581604606,0.840750133787,0.68347680827,0.750230760955,431.27
0.545336950103,0.791986040716,0.428692737576,0.565334789505,440.92
0.315213934248,0.405731508236,0.518981753843,0.316521686743,467.39
0.179368588138,0.441749461158,0.620874445572,0.65762468558,482.52
0.762373182012,0.923610511757,0.321274309249,0.511214270978,433.74
0.487593679978,0.827768001712,0.550909220662,0.574525821154,445.31
0.32124712734,0.383883134482,0.678762914045,0.832623984474,461.58
0.388224151982,0.618759980216,0.682804227022,0.911301052617,458.37
0.614620534602,0.60212541161,0.4041063787,0.483843462125,442.62
0.320423867086,0.383462500709,0.65247611549,0.458653735427,465.74
0.101169761572,0.486683368615,0.490959520614,0.886793102846,479.66
0.811706605495,0.851601528561,0.254804432299,0.381401724335,425.69
0.625184810923,0.681332242658,0.51674786383,0.52332742914,441.12
0.664403299173,0.914695154031,0.485650691946,0.723704249702,437.18
0.341057450372,0.468443012029,0.819554344353,0.835950876936,464.01
0.832716995493,0.867446122531,0.403573473136,0.319997778923,438.38
0.170672897032,0.369485893275,0.641703627218,0.80987415111,483.5
0.601446146839,0.738585430585,0.621340224562,0.412077121026,446.4
0.543314034651,0.540590552173,0.723989851021,0.717657786864,451.58
0.451763932193,0.464366436962,0.624596948444,0.0406036175369,462.18
0.773534354425,0.866935219756,0.432361472889,0.290872779519,427.2
0.64991986421,0.729281247305,0.638941752224,0.29909685259,443.96
0.520831073166,0.461639644507,0.430266080196,0.533436102224,449.93
0.637831967258,0.686470619127,0.625526244776,0.338084992257,446.26
0.644904384821,0.857559848481,0.454973982866,0.644912949311,433.97
0.215444509657,0.393094468458,0.702419172456,0.764367338816,478.04
0.791377215058,0.9257655381,0.378324574666,0.257476328083,437.26
0.270537248171,0.393719562071,0.662723918553,0.652989526465,474.96
0.608468197065,0.710543555773,0.481340215975,0.77379959732,441.93
0.308916549882,0.434966070186,0.566880537903,0.521075360552,464.62
0.0297157844803,0.360708741358,0.525170837292,0.635247023567,485.2
0.521981443342,0.711753980517,0.613637759632,0.339227157693,450.96
0.455730846193,0.72556341018,0.64469038356,0.499218742202,451.5
0.257022030617,0.350773270557,0.822234307091,0.457942002898,468.98
0.477327424415,0.470185138314,0.607543343019,0.344703245555,453.45
0.276770950511,0.380302341905,0.685940573512,0.42969538923,477.41
0.815963515571,0.829500835961,0.617610252271,0.141476910666,431.97
0.332791023126,0.382410175189,0.662723918553,0.681524212923,463.53
0.35819595709,0.380302341905,0.760106413133,0.334919553933,469.33
0.0857641458304,0.274537472307,0.53747832439,0.900156480621,484.03
0.196562984112,0.397877295256,0.874740809412,0.76188469116,480.82
0.41257249267,0.394344280975,0.190915375262,0.456661997957,461.08
0.598523192697,0.923970049494,0.66431225033,0.500103273935,444.38
0.369291848228,0.45439789824,0.710817080544,0.432613284659,460.2
0.337748806485,0.697279265708,0.700645686468,0.687770012177,458.51
0.696466899104,0.971994498508,0.474725320876,0.885652090179,434.01
0.313022373439,0.484969312045,0.84433199215,0.912457671881,462.88
0.367347880511,0.368206003326,0.423700279302,0.59183099776,464.95
0.523132095632,0.73696752721,0.699092307446,0.614014938768,446.08
0.554305850261,0.778569562885,0.606368715108,0.685910484998,444.39
0.537538997042,0.728538855192,0.710817080544,0.717830223543,446.86
0.814138746508,0.915421387489,0.437848894883,0.184609029264,430.3
0.558071980846,0.516310661461,0.439413289778,0.579380399628,447.14
0.153088584399,0.383462500709,0.80421566461,0.667272366566,475.46
0.709883531527,0.795724494169,0.404639106954,0.559603199319,434.22
0.248936894871,0.375862024307,0.538703934356,0.677822596048,478.7
0.233357008946,0.350773270557,0.810866125261,0.753400932689,474.49
0.282743425371,0.392886020586,0.665219174738,0.856978639414,462.35
0.474195154566,0.411071428626,0.500019876088,0.44858851837,466.4
0.365127337823,0.39163445735,0.344948250939,0.599610832227,466.45
0.657895571672,0.920849167627,0.659315134028,0.650842427862,434.81
0.320972687903,0.384933978834,0.832092025138,0.518228545479,456.71
0.525434246011,0.527519703739,0.609186396914,0.384987266514,458.13
0.23603834583,0.347730757892,0.768427597659,0.7412818512,479.8
0.20745373719,0.425312808372,0.830863024759,0.764722305956,470.9
0.37429487119,0.468055468123,0.744416643928,0.647545311369,461.5
0.625184810923,0.887397108068,0.417107481575,0.784721612047,432.27
0.170936066959,0.444331326257,0.665445827097,0.727690179555,483.62
0.391294885833,0.0153847665461,0.483623669785,0.415221792784,460.97
0.138203873501,0.326184626409,0.746574811555,0.723012060101,481.83
0.784717449328,0.902748112435,0.556735216467,0.359893108413,429.31
0.749129091104,0.845603600343,0.380218611519,0.557440968878,434.65
0.169094319203,0.41597629635,0.459612953748,0.765432467679,481.91
0.289814120412,0.35941811244,0.523440283387,0.567665491195,473.09
0.134818852554,0.384723894487,0.784944676279,0.82268059915,475.55
0.76870520622,0.922170890708,0.486410168038,0.290271131353,436.77
0.787138289969,0.886272546374,0.455748075072,0.331512834678,425.21
0.785625144978,0.827768001712,0.593628312247,0.0568300903679,436.92
0.601153774583,0.706294826732,0.511523399813,0.54362570768,448.32
0.776856772231,0.718083384467,0.531090130215,0.395550807958,439.44
0.583934094478,0.891135429989,0.524923728795,0.887363870686,434.15
0.158327689251,0.403257635412,0.609186396914,0.580479018562,485.13
0.496166612477,0.362427121031,0.285806958626,0.24303490548,458.8
0.787743659544,0.866935219756,0.540662980017,0.422089918882,435.98
0.21517785308,0.353374175255,0.727266559491,0.652824253863,480.74
0.359581284746,0.498225021215,0.441236492357,0.824885409349,462.58
0.353212711933,0.35532065273,0.57408849449,0.542099724803,469.79
0.840347923201,0.87292002596,0.336632858397,0.284277686251,426.37
0.554305850261,0.611233945112,0.343565361459,0.537836582538,449.06
0.499886536217,0.708876687295,0.610124539548,0.413716667242,454.26
0.749730417988,0.927557369196,0.522203037217,0.217785910309,439.03
0.268642119081,0.87735096874,0.723989851021,0.735168844147,462.51
0.586556968193,0.850431151448,0.512768854646,0.645570595732,442.48
0.806845358838,0.874821687828,0.435499439857,0.278800654409,431.77
0.442710090661,0.47731606204,0.604722808087,0.734471685245,461.99
0.196828198949,0.291878362125,0.447471802246,0.595159833047,475.48
0.298534759964,0.444529662661,0.588408979179,0.570000283205,472.22
0.409766676774,0.380091324787,0.253633616537,0.48865450747,461.31
0.204262609277,0.609217153705,0.859706949292,0.609197056905,473.41
0.235770120976,0.350339162401,0.656582967666,0.815534011716,479.83
0.259991098012,0.330396298287,0.582457469095,0.722493115308,473.31
0.107096260329,0.392468999755,0.894970322128,0.741106873229,480.39
0.887877091497,0.873046929124,0.474725320876,0.308380505648,433.19
0.212245983605,0.401605108908,0.762671268557,0.902265083898,469.03
0.638126457981,0.856138612481,0.524923728795,0.557904004684,436.02
0.310011008158,0.635442636365,0.642393364868,0.56022163256,467.87
0.0362520610028,0.396008369032,0.113802294071,0.996778096792,489.38
0.492163910322,0.441749461158,0.57720201537,0.113211436599,462.8
0.463675338537,0.797105258761,0.644001617944,0.585827880987,448.26
0.418189674561,0.755334380659,0.722896157204,0.736564066582,453.3
0.337197634361,0.523308043663,0.400639317532,0.84169511107,461.46
0.634887985888,0.44591694553,0.522698049432,0.220317315133,444.99
0.313022373439,0.365213513093,0.566639719634,0.508241489579,474.9
0.31329625056,0.411685808168,0.695536177111,0.770412094194,462.25
0.819614757814,0.851601528561,0.486410168038,0.305560708918,425.48
0.425784579546,0.598390067619,0.413933280188,0.998589796089,450.67
0.189145388281,0.355968680578,0.847174984927,0.471252655799,473.78
0.438190174674,0.469991715744,0.786418901167,0.150570830343,471.42
0.729621215671,0.851601528561,0.482355484112,0.319997778923,429.28
0.585099644334,0.900413081006,0.487169286204,0.784003247139,438.51
0.252707711458,0.352941136261,0.531828519441,0.666771816179,477.71
0.593266182874,0.585030731098,0.546282053451,0.497157336838,451.67
0.26215193867,0.383041697602,0.607308485358,0.694720883418,476.71
0.308916549882,0.387870731816,0.774163839097,0.641137225198,462.4
0.144723712489,0.281275791351,0.739442059512,0.728731624189,483.26
0.592974289346,0.780397833848,0.72639341097,0.317141443988,441.73
0.627535407331,0.88789645824,0.395826339753,0.900348074741,433.64
0.683974780204,0.533894945118,0.513515666446,0.195390006528,440.63
0.573747278415,0.706294826732,0.492977339151,0.70341095016,444.64
0.56590331868,0.752008539506,0.4917164987,0.281653824462,444.59
0.790771463246,0.915421387489,0.457295141875,0.259444867924,429.36
0.305361713069,0.479809699871,0.628774608692,0.750758697542,469.08
0.149949200757,0.284975513937,0.575765748709,0.775942604038,482.46
0.188087061231,0.310522473423,0.626222868869,0.601682247522,491.97
0.463107404041,0.769515797587,0.683028451538,0.82635681589,449.51
0.79743823228,0.865016740624,0.209993739266,0.399590646895,434.62
0.689919778308,0.895353302016,0.480832341746,0.798428426024,429.03
0.788349092859,0.911541223856,0.416314520482,0.298003911999,441.31
0.790165775106,0.856526444758,0.544818089088,0.228631885651,431.12
0.244632215609,0.468443012029,0.81065870397,0.787058400412,474.69
0.231749179979,0.408815584414,0.634097171528,0.912264853371,478.88
0.677146211002,0.798759442213,0.568324696343,0.400265473874,437.39
0.746123426033,0.923610511757,0.352670344833,0.434423479486,436.42
0.444406264437,0.508519592506,0.59694098943,0.872014284267,460.08
0.64519927885,0.891135429989,0.536006364948,0.641793170237,434.92
0.272162419476,0.417198892536,0.71587917325,0.91400092038,467.03
0.636065376376,0.908741797005,0.421593532524,0.778446235404,430.89
0.19232236533,0.433363458585,0.524923728795,0.771481091847,477.02
0.467368675054,0.464366436962,0.647213369407,0.0386661526709,463.0
0.585973987125,0.887771646924,0.485650691946,0.884701778908,442.19
0.679817216548,0.797932722807,0.644231238837,0.152665334959,441.22
0.340230030599,0.468055468123,0.744416643928,0.704949545187,465.23
0.689324981241,0.722578524754,0.541397010692,0.321990080164,448.6
0.393808987092,0.492565247102,0.530105086121,0.934176598397,456.2
0.600861419398,0.77122013327,0.586268949772,0.684728325166,440.15
0.139246148151,0.337232291445,0.710817080544,0.450142093538,485.57
0.492163910322,0.671287389739,0.740091774399,0.586458545924,454.14
0.542736216055,0.567984690531,0.460642020638,0.751286804254,444.89
0.77655465424,0.882890328813,0.501274240947,0.325987706657,432.26
0.547939098476,0.551531999895,0.729229444604,0.520775390339,451.0
0.595893994979,0.752008539506,0.495244369104,0.279275514715,445.72
0.278941652175,0.410866554517,0.679886504276,0.658785747171,469.18
0.581895044054,0.804662574674,0.616676420917,0.482970810094,447.67
0.436496412903,0.457144053056,0.719391422617,0.302749829775,469.27
0.163837869947,0.384723894487,0.477781727395,0.910337738134,480.38
0.612861958967,0.90262536919,0.554552924616,0.732034003042,435.66
0.624009918513,0.850561268326,0.321274309249,0.428585844716,437.93
0.614034274781,0.700498028902,0.589359198167,0.648204142179,445.39
0.331690139365,0.486683368615,0.456006022974,0.795172129769,458.69
0.757854647192,0.951917810118,0.30604941271,0.412077121026,438.05
0.411449944076,0.616591756631,0.577680488327,0.681524212923,460.67
0.188351611784,0.360063624739,0.704854580961,0.707688572098,475.64
0.693787567437,0.906666947468,0.533550116796,0.570156081494,434.31
0.38459802375,0.635442636365,0.688177141208,0.390322374672,459.97
0.25405538505,0.38556397854,0.852644130484,0.509578354092,473.08
0.837294376703,0.903116240249,0.256266735795,0.511363098253,435.94
0.312200858672,0.399742871828,0.731407674861,0.773442695362,469.02
0.708988055594,0.905688862594,0.547501012574,0.693871534634,431.44
0.247322036376,0.384303599036,0.652019159334,0.720073609702,477.5
0.672993983263,0.547420646592,0.38804151599,0.295459012139,442.87
0.305908396604,0.398706853331,0.639862897685,0.422089918882,472.11
0.342436866439,0.383041697602,0.619009994576,0.517929257987,469.3
0.42325145219,0.654896990917,0.736840623433,0.653650802199,459.43
0.851353640404,0.849128950148,0.399571017023,0.505127781404,431.14
0.329764333914,0.46708596336,0.602133008978,0.556207004616,465.88
